10	5.2
20	10.3
30	15.5
40	20.6
50	25.8
60	31.0
70	36.1
80	41.3
90	46.4
100	51.6
110	56.8
120	61.9
130	67.1
132	68.1
134	68.9
136	69.8
138	70.8
140	71.5
144	72.9
146	73.6
148	74.4
150	74.7
152	75.3
154	75.6
158	76.1
162	75.9
163	75.5
164	75.1
166	73.9
168	72
170	68.8
172	64.3
174	53
176	30.5
177	7.6
