Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
48.13716,-66.31345,20,271.551,3
48.13744,-66.31367,20,271.586,2
48.13756,-66.31376,20,271.601,1
48.1377,-66.31385,20,271.618,1
48.13788,-66.31396,20,271.64,1
48.13848,-66.31432,20,271.712,0
48.138935,-66.314585,20,271.766,0
48.13939,-66.31485,18.7,271.821,-1
48.13954,-66.31494,18,271.839,-2
48.13977,-66.31507,17.7,271.866,-1
48.14002,-66.3152,16,271.895,-3
48.14029,-66.31534,15,271.927,-3
48.14032,-66.31536,15,271.931,-3
48.14075,-66.3156,15.2,271.982,-2
48.14093,-66.3157,16,272.003,0
48.14164,-66.31609,18.3,272.087,3
48.14201,-66.31627,19.4,272.131,3
48.14232,-66.31641,19.2,272.167,2
48.14252,-66.3165,18.6,272.19,0
48.14274,-66.3166,18,272.216,0
48.14289,-66.31667,18,272.233,-1
48.14293,-66.31668,18,272.238,-1
48.14311,-66.31676,19.1,272.259,0
48.14322,-66.31681,19.8,272.271,1
48.14332,-66.31684,20,272.283,1
48.14346,-66.31688,20,272.299,1
48.14363,-66.31693,20.1,272.318,2
48.14377,-66.31696,20.3,272.334,2
48.14391,-66.31698,20.4,272.349,2
48.14414,-66.31701,21.5,272.375,2
48.14452,-66.31704,23.6,272.417,3
48.14494,-66.31707,24.5,272.464,4
48.14513,-66.31709,25.7,272.485,4
48.14524,-66.3171,26.4,272.498,4
48.1455,-66.31716,27.9,272.527,4
48.14571,-66.31721,29.3,272.551,4
48.14594,-66.31728,30.6,272.577,5
48.14606,-66.31732,31.3,272.59,5
48.14622,-66.31739,31.5,272.609,5
48.14638,-66.31747,31.2,272.628,3
48.14655,-66.31755,30.5,272.647,2
48.14673,-66.31767,29.7,272.669,0
48.14688,-66.31778,29.7,272.688,-1
48.14707,-66.31792,30.1,272.712,-1
48.14725,-66.31808,30.3,272.735,-1
48.14741,-66.31823,31.3,272.756,1
48.1475,-66.31833,31.1,272.768,0
48.14758,-66.31843,31.1,272.78,1
48.14827,-66.31918,26.8,272.875,-4
48.14876,-66.31976,26.3,272.944,-3
48.14892,-66.31997,26.6,272.968,-2
48.14913,-66.32025,27.6,272.999,1
48.14926,-66.32046,27.8,273.021,1
48.14943,-66.32075,28.8,273.049,2
48.14957,-66.32099,29.6,273.073,3
48.14968,-66.32119,30.2,273.092,3
48.14983,-66.32153,31.1,273.122,3
48.14996,-66.32185,31.8,273.15,3
48.15004,-66.32209,32.3,273.17,3
48.15011,-66.32228,32.7,273.186,3
48.1502,-66.32254,33.2,273.208,3
48.15026,-66.32275,34.6,273.225,3
48.15038,-66.32315,36.3,273.258,4
48.15059,-66.32381,36.3,273.312,3
48.150785,-66.32442,34.9,273.362,-1
48.15098,-66.32503,34.3,273.412,-2
48.15131,-66.32612,37.1,273.501,2
48.151525,-66.32681,41,273.558,5
48.15174,-66.3275,42,273.614,4
48.15196,-66.32824,44,273.675,3
48.15207,-66.32861,44.3,273.705,2
48.15216,-66.32892,44,273.73,2
48.15225,-66.32928,43.9,273.758,1
48.15233,-66.32961,45.3,273.784,1
48.15239,-66.32989,44.8,273.806,0
48.15245,-66.33014,44.7,273.826,0
48.1525,-66.33039,45.4,273.845,1
48.1526,-66.33097,46.9,273.89,2
48.15274,-66.33176,43.7,273.951,-2
48.15283,-66.33216,41.5,273.982,-3
48.1529,-66.33249,40.1,274.008,-6
48.15295,-66.33273,40,274.026,-5
48.153,-66.33298,38.6,274.046,-5
48.15304,-66.33315,38.4,274.059,-5
48.15309,-66.33333,38.1,274.074,-5
48.15316,-66.33361,36.1,274.096,-5
48.15321,-66.3338,34,274.111,-6
48.15333,-66.33419,30.6,274.143,-8
48.15344,-66.33455,28.8,274.172,-8
48.15368,-66.33527,27.1,274.232,-6
48.15389,-66.33585,24.6,274.281,-4
48.15428,-66.33691,22.5,274.371,-3
48.154535,-66.337575,19.6,274.428,-3
48.15479,-66.33824,16.7,274.485,-5
48.15521,-66.33939,18.3,274.582,-1
48.15558,-66.34042,22.8,274.669,3
48.15588,-66.3413,22.6,274.742,3
48.15595,-66.34151,23.3,274.76,3
48.15605,-66.34182,24.5,274.785,1
48.1563,-66.34264,22.6,274.852,0
48.15645,-66.34315,21.8,274.894,-2
48.15658,-66.34363,24,274.932,0
48.15674,-66.34417,24.7,274.976,2
48.15698,-66.34495,20.7,275.04,-3
48.15724,-66.34582,19.6,275.111,-4
48.15746,-66.34653,18.8,275.169,-1
48.15759,-66.34698,19.1,275.205,-1
48.15765,-66.34717,19.8,275.221,0
48.15772,-66.34746,19.2,275.244,0
48.15778,-66.34774,18.2,275.266,-1
48.1578,-66.34786,17.7,275.275,-1
48.15782,-66.34795,17.4,275.282,-1
48.15783,-66.34804,16.8,275.289,-2
48.15786,-66.34823,15.4,275.303,-3
48.15787,-66.34834,14.7,275.311,-4
48.15789,-66.34845,13.6,275.32,-5
48.15789,-66.34857,13.1,275.329,-6
48.1579,-66.34871,13.1,275.339,-6
48.15791,-66.34882,13,275.347,-6
48.15791,-66.349,13.8,275.361,-5
48.15789,-66.34939,17.9,275.39,1
48.15788,-66.34965,17.3,275.409,2
48.15786,-66.34985,16.4,275.424,3
48.15783,-66.35008,16.1,275.442,3
48.1578,-66.35023,15.5,275.453,2
48.15777,-66.35036,15.7,275.463,2
48.15775,-66.35048,15.8,275.473,2
48.1577,-66.35069,16.1,275.489,2
48.15764,-66.35089,16.4,275.505,-1
48.15759,-66.35106,17.6,275.519,0
48.15755,-66.3512,18.6,275.531,2
48.1575,-66.35133,18.6,275.542,3
48.15743,-66.35151,18.6,275.557,3
48.15736,-66.35168,18.5,275.572,3
48.15731,-66.35179,18.1,275.582,2
48.15726,-66.35188,17.9,275.591,2
48.15722,-66.35195,17.8,275.597,2
48.15718,-66.35202,17.6,275.604,1
48.15712,-66.35213,17.4,275.615,1
48.15706,-66.35223,17.8,275.625,0
48.157,-66.35233,17.7,275.635,-1
48.15694,-66.35242,17.6,275.644,-1
48.15684,-66.35256,18,275.66,-1
48.15666,-66.35281,17.9,275.687,0
48.15624,-66.35339,18.6,275.75,1
48.15608,-66.35362,18.6,275.775,0
48.15576,-66.35409,18.6,275.825,1
48.15536,-66.35465,19,275.886,0
48.15516,-66.35494,19,275.917,0
48.15506,-66.35509,19,275.933,0
48.15499,-66.3552,19,275.944,0
48.15496,-66.35524,19.3,275.948,1
48.15494,-66.35528,19.6,275.952,1
48.15488,-66.35539,20,275.963,1
48.15482,-66.35551,20,275.974,1
48.15477,-66.35562,20,275.984,1
48.15472,-66.35573,20,275.994,1
48.15468,-66.35582,20,276.002,1
48.15465,-66.35592,20,276.01,1
48.15458,-66.35611,20,276.026,1
48.15447,-66.35651,21,276.058,1
48.15439,-66.35695,20,276.092,0
48.15423,-66.35791,20,276.165,-1
48.1541,-66.358665,20,276.223,0
48.15397,-66.35942,20,276.281,0
48.15385,-66.36017,20,276.338,0
48.1538,-66.36043,20,276.359,0
48.15374,-66.36074,20,276.382,0
48.15371,-66.36088,20.4,276.393,0
48.15367,-66.361,20.9,276.403,1
48.15363,-66.36112,21.4,276.413,1
48.1536,-66.36123,21.9,276.422,1
48.15352,-66.36144,22,276.44,2
48.15346,-66.36159,22.2,276.453,2
48.15344,-66.36163,22.5,276.457,2
48.15339,-66.36174,23,276.467,3
48.15334,-66.36184,23,276.476,3
48.15329,-66.36194,23.3,276.485,3
48.1532,-66.36212,24,276.502,3
48.15309,-66.36227,24,276.519,2
48.15296,-66.36244,24,276.538,2
48.15287,-66.36254,24,276.55,2
48.15278,-66.36264,24,276.563,1
48.15264,-66.36279,24,276.582,1
48.15247,-66.36295,24,276.604,0
48.15233,-66.36309,23.6,276.623,0
48.151875,-66.363535,24,276.683,0
48.15142,-66.36398,24,276.744,0
48.15127,-66.36413,24.1,276.764,0
48.15112,-66.36428,25,276.784,1
48.1509,-66.36453,27,276.815,2
48.15073,-66.36472,29,276.838,3
48.15042,-66.36509,32.3,276.882,7
48.1503,-66.36525,33.8,276.9,8
48.15021,-66.36538,34.7,276.914,7
48.15013,-66.3655,35.2,276.927,7
48.15005,-66.36562,36.1,276.939,7
48.14998,-66.36574,37,276.951,7
48.14991,-66.36586,37.4,276.963,7
48.14981,-66.36603,38,276.98,6
48.14974,-66.36616,38.4,276.992,6
48.14969,-66.36625,38.7,277.001,5
48.14968,-66.36628,38.8,277.004,5
48.14958,-66.36649,39.4,277.023,4
48.1495,-66.36667,39.8,277.039,4
48.14945,-66.36678,40.5,277.049,4
48.14938,-66.36698,41.4,277.065,4
48.1493,-66.36718,42.8,277.083,5
48.14923,-66.3674,44.5,277.101,6
48.14917,-66.36758,45.1,277.116,6
48.14909,-66.36784,46.9,277.137,7
48.14903,-66.36805,47.6,277.154,7
48.14898,-66.36827,47.8,277.171,6
48.14892,-66.36851,47.6,277.19,4
48.14888,-66.36875,46.5,277.209,2
48.14884,-66.36897,46.1,277.226,1
48.14881,-66.36918,45.7,277.242,-1
48.14879,-66.3694,45.9,277.258,-2
48.14876,-66.36961,46.1,277.274,-2
48.14874,-66.36981,47.3,277.289,0
48.14873,-66.37003,48.1,277.305,0
48.14872,-66.37025,49.5,277.322,3
48.1487,-66.37057,51.3,277.346,5
48.1487,-66.37068,51.5,277.354,5
48.14871,-66.37085,51.3,277.367,5
48.14872,-66.37111,50,277.386,3
48.14876,-66.3718,45.2,277.437,-4
48.1488,-66.37249,47.7,277.489,-2
48.14886,-66.37347,49.6,277.562,4
48.14892,-66.37445,50.3,277.635,2
48.14898,-66.37543,50.9,277.708,1
48.149035,-66.376395,52.8,277.78,2
48.14909,-66.37736,52.1,277.852,1
48.14911,-66.37774,50.2,277.88,-3
48.14918,-66.37883,46.4,277.962,-5
48.14921,-66.37989,47,278.04,-2
48.14923,-66.38089,52.1,278.115,4
48.14924,-66.38169,52.3,278.174,4
48.14924,-66.38201,52.3,278.198,3
48.14923,-66.38278,53,278.255,1
48.14923,-66.38317,53,278.284,1
48.14922,-66.38362,54.3,278.317,2
48.1492,-66.38434,54.8,278.371,2
48.14917,-66.38509,53.8,278.427,0
48.14911,-66.38612,53.2,278.504,-1
48.14905,-66.38695,53.9,278.566,0
48.14899,-66.38784,53.6,278.632,0
48.14891,-66.38872,53.8,278.698,0
48.14882,-66.38956,53.6,278.761,0
48.14871,-66.3905,54.9,278.832,1
48.14861,-66.39122,55.1,278.887,1
48.14843,-66.39245,56.1,278.98,1
48.14831,-66.39327,55.8,279.043,0
48.14819,-66.39409,55.5,279.105,-1
48.14808,-66.39481,54.3,279.16,-1
48.14798,-66.39548,53.7,279.211,-2
48.14783,-66.39644,54.6,279.284,0
48.14771,-66.39725,55.3,279.346,1
48.14763,-66.39773,55.7,279.382,1
48.14754,-66.39821,55.7,279.419,1
48.14747,-66.39863,56,279.452,1
48.14731,-66.39944,57,279.514,1
48.14714,-66.40028,58,279.579,2
48.147,-66.40089,58.4,279.627,1
48.1469,-66.40135,59,279.663,1
48.14669,-66.40226,60.2,279.735,2
48.14645,-66.40318,61.2,279.808,2
48.14627,-66.40383,62.4,279.86,2
48.14612,-66.4044,63.3,279.906,2
48.14598,-66.40493,64.3,279.948,2
48.14573,-66.40585,65.8,280.022,2
48.14552,-66.40661,69.6,280.083,4
48.14528,-66.40749,73.4,280.154,6
48.14495,-66.40869,74.3,280.25,3
48.14474,-66.40946,74.6,280.312,1
48.144535,-66.410215,74.1,280.373,0
48.14433,-66.41097,75.9,280.433,1
48.14408,-66.41189,76,280.507,1
48.143895,-66.412565,76.4,280.561,0
48.14371,-66.41324,75,280.615,-1
48.14343,-66.41427,75.2,280.698,-1
48.14311,-66.4154,74,280.789,-1
48.14296,-66.41595,71,280.833,-3
48.14279,-66.41651,68.8,280.879,-4
48.14264,-66.41698,67.2,280.918,-5
48.14259,-66.41717,67,280.933,-5
48.14246,-66.41757,66.2,280.966,-4
48.14224,-66.41826,64.7,281.023,-2
48.14203,-66.41887,61.7,281.074,-4
48.14177,-66.4196,58.9,281.135,-5
48.14153,-66.42023,54.1,281.189,-7
48.14141,-66.42056,53.2,281.217,-6
48.14128,-66.42088,52,281.245,-6
48.14108,-66.42139,51.1,281.289,-5
48.141,-66.4216,51.6,281.307,-2
48.14069,-66.42239,49,281.375,-2
48.14053,-66.42285,48.9,281.413,-2
48.14029,-66.42347,47,281.467,-3
48.14003,-66.42425,45,281.531,-3
48.13987,-66.42472,45.1,281.57,-2
48.13969,-66.42532,45,281.619,-1
48.13952,-66.42586,43.1,281.664,-1
48.1393,-66.42662,43.5,281.725,-1
48.13901,-66.42766,40.1,281.809,-2
48.13875,-66.42866,44.1,281.889,0
48.13851,-66.42955,48.5,281.96,6
48.13824,-66.43052,48.1,282.038,3
48.13804,-66.43125,45.4,282.097,-2
48.13776,-66.43231,42.6,282.181,-4
48.137585,-66.43295,41.3,282.233,-3
48.13741,-66.43359,38.5,282.284,-4
48.137128,-66.434642,36,282.368,-4
48.136846,-66.435694,35,282.453,-2
48.136564,-66.436746,30.6,282.537,-3
48.136282,-66.437798,32.6,282.621,-1
48.136,-66.43885,35.2,282.705,3
48.13573,-66.43984,33.9,282.785,1
48.13555,-66.44046,32.5,282.835,-2
48.13534,-66.44121,32.4,282.895,-1
48.13515,-66.44183,31,282.946,-1
48.135,-66.44234,30.1,282.987,-2
48.13476,-66.44308,27.9,283.049,-3
48.13448,-66.44391,26.3,283.118,-3
48.13432,-66.44438,22.6,283.157,-5
48.13417,-66.44481,19.9,283.193,-6
48.13383,-66.44576,16.4,283.273,-5
48.13361,-66.44637,15.6,283.325,-3
48.13331,-66.44721,12.9,283.395,-3
48.13301,-66.44804,12.1,283.465,-2
48.13277,-66.44872,13,283.523,0
48.13257,-66.44929,14.2,283.57,2
48.13254,-66.44941,14.9,283.58,2
48.13253,-66.44944,15,283.582,2
48.1324,-66.44983,15.6,283.615,2
48.1321,-66.45069,13.8,283.687,-1
48.13183,-66.45148,13,283.753,-2
48.131615,-66.452075,14,283.803,0
48.1314,-66.45267,15,283.853,2
48.13117,-66.453295,14.4,283.906,0
48.13094,-66.45392,13.2,283.959,-2
48.13059,-66.45491,14,284.043,0
48.130255,-66.45579,15.1,284.118,1
48.12992,-66.45667,16,284.193,1
48.12984,-66.45684,15.7,284.209,1
48.12944,-66.45796,15.3,284.303,-1
48.12935,-66.45821,14.9,284.324,-1
48.12915,-66.45882,14.6,284.375,-1
48.12905,-66.45911,15,284.399,0
48.12892,-66.45953,14.4,284.433,0
48.12882,-66.45983,14,284.458,-1
48.12864,-66.46044,13.7,284.508,-1
48.12841,-66.461245,15.8,284.573,2
48.12818,-66.46205,18,284.638,3
48.12792,-66.46297,16.1,284.712,0
48.12766,-66.46389,12,284.786,-4
48.127367,-66.464947,7.2,284.871,-6
48.127073,-66.466003,3.5,284.956,-5
48.12678,-66.46706,1.3,285.041,-3
48.12659,-66.46773,3.6,285.096,0
48.1264,-66.4684,2.5,285.15,1
48.126195,-66.46913,4.7,285.209,1
48.12599,-66.46986,9,285.267,6
48.12577,-66.4706,13.3,285.328,7
48.12565,-66.47097,14.7,285.358,7
48.12557,-66.47118,16.2,285.376,7
48.12545,-66.47153,17.1,285.405,6
48.12521,-66.47217,16.3,285.46,2
48.12491,-66.47294,11.8,285.526,-4
48.12449,-66.47403,7.6,285.62,-5
48.12425,-66.47466,8.1,285.674,-3
48.12401,-66.47528,7.4,285.727,0
48.1238,-66.4758,4.5,285.772,-2
48.1237,-66.47602,2.9,285.792,-4
48.12357,-66.47628,1.2,285.816,-5
48.12338,-66.47664,0.5,285.85,-6
48.12327,-66.47685,0.8,285.87,-5
48.12318,-66.47702,1,285.886,-3
48.12307,-66.47719,1.1,285.904,-2
48.12295,-66.4774,1.5,285.924,0
48.12284,-66.47756,1.9,285.941,1
48.12273,-66.47772,2.8,285.958,2
48.12244,-66.47813,4.7,286.003,3
48.12218,-66.47849,6.3,286.042,4
48.12184,-66.47896,7,286.094,3
48.12166,-66.47921,8.5,286.121,3
48.12137,-66.47962,9.9,286.165,3
48.1209,-66.48024,9.6,286.235,1
48.12026,-66.48111,9.4,286.331,0
48.11987,-66.48164,8.6,286.39,-1
48.11942,-66.48224,7.1,286.457,-2
48.11897,-66.48284,6.7,286.524,-1
48.11852,-66.48344,6,286.591,-1
48.11805,-66.4841,6,286.663,-1
48.1179,-66.48432,6.3,286.686,0
48.11769,-66.48466,6.9,286.72,1
48.11755,-66.4849,7,286.744,1
48.11741,-66.48514,8,286.768,2
48.11727,-66.4854,8,286.793,2
48.11714,-66.48566,8,286.817,1
48.11683,-66.48631,8,286.876,0
48.11671,-66.4866,8,286.902,0
48.11662,-66.48682,7.6,286.921,0
48.11652,-66.48706,7,286.942,-1
48.11643,-66.48732,7,286.964,-1
48.11633,-66.4876,7,286.987,-1
48.11621,-66.48798,7,287.018,-1
48.11613,-66.48825,7,287.04,-1
48.11603,-66.48857,7.2,287.067,0
48.11596,-66.48885,6.8,287.089,0
48.1159,-66.4891,6.4,287.109,-1
48.1157,-66.48999,2.5,287.178,-4
48.11561,-66.49039,3.9,287.21,-2
48.11552,-66.49082,5.8,287.243,0
48.1154,-66.4914,7.5,287.288,5
48.11521,-66.49226,8,287.356,2
48.11502,-66.49313,7.7,287.424,0
48.11481,-66.49404,7,287.495,-1
48.1146,-66.49493,9,287.565,1
48.11443,-66.49562,11,287.62,3
48.11422,-66.49644,11.4,287.685,2
48.114045,-66.497115,13,287.739,2
48.11387,-66.49779,14,287.793,2
48.11356,-66.49897,16,287.887,2
48.11338,-66.499625,17.1,287.94,2
48.1132,-66.50028,19,287.992,3
48.11304,-66.50086,20.1,288.039,3
48.11284,-66.5016,22.4,288.098,3
48.11267,-66.50225,24,288.15,3
48.11251,-66.50284,24,288.198,2
48.11245,-66.50308,24,288.217,1
48.11238,-66.50332,24,288.236,1
48.11232,-66.50351,24,288.252,0
48.11226,-66.5037,23,288.267,-1
48.1122,-66.50386,23,288.281,-1
48.11214,-66.50402,23,288.295,-1
48.11208,-66.50418,22.1,288.308,-2
48.11199,-66.50438,21.9,288.326,-2
48.11193,-66.50453,21,288.339,-3
48.11184,-66.5047,21,288.355,-3
48.11177,-66.50485,21,288.369,-2
48.11171,-66.50497,21,288.38,-2
48.11165,-66.50508,20.8,288.391,-2
48.1116,-66.50516,20.4,288.399,-3
48.11151,-66.50531,20,288.414,-2
48.11144,-66.50542,20,288.425,-2
48.11137,-66.50553,20,288.436,-2
48.11128,-66.50566,20,288.45,-1
48.11121,-66.50575,20,288.461,-1
48.11109,-66.50591,20,288.478,-1
48.11094,-66.50611,19.4,288.501,-1
48.11082,-66.50625,19.2,288.518,-1
48.11066,-66.50643,20,288.54,0
48.1105,-66.50659,20,288.561,0
48.11032,-66.50675,20,288.585,0
48.11016,-66.50687,20,288.605,1
48.10998,-66.507,20,288.627,1
48.10982,-66.50711,20,288.647,0
48.1095,-66.50732,17,288.685,-3
48.10917,-66.50752,13.8,288.725,-5
48.1088,-66.50776,12.7,288.77,-6
48.10852,-66.50798,18.7,288.805,1
48.10829,-66.50814,21,288.833,7
48.108,-66.50833,21.4,288.869,5
48.10735,-66.50875,19.6,288.947,-1
48.10675,-66.50913,16.9,289.02,-3
48.1063,-66.50943,16.5,289.075,-2
48.10588,-66.50972,18.1,289.126,1
48.1052,-66.51019,20.9,289.21,3
48.10503,-66.5103,21.6,289.23,3
48.10488,-66.5104,22.2,289.249,3
48.10463,-66.51055,21.8,289.278,2
48.10389,-66.51099,21.3,289.367,-1
48.10336,-66.511305,21.6,289.431,0
48.10283,-66.51162,20.6,289.494,-1
48.1027,-66.5117,20.2,289.51,-1
48.10237,-66.5119,19.1,289.549,-2
48.10194,-66.51219,19.3,289.602,-1
48.10151,-66.51248,17.5,289.654,-2
48.10106,-66.51279,15.1,289.709,-4
48.10061,-66.5131,12.6,289.765,-4
48.09988,-66.51361,11.1,289.854,-3
48.09931,-66.51401,11,289.924,-1
48.09873,-66.51443,12.5,289.996,1
48.09803,-66.51493,13.1,290.082,1
48.09726,-66.51549,15.3,290.178,2
48.09713,-66.51558,14.9,290.194,2
48.09698,-66.51569,15.2,290.212,2
48.09683,-66.5158,16.2,290.231,2
48.09662,-66.51597,17.9,290.257,3
48.0962,-66.51632,20.8,290.311,5
48.09578,-66.51667,23.6,290.364,5
48.09527,-66.51709,23.4,290.429,2
48.09451,-66.51774,21.5,290.527,-1
48.09392,-66.51825,19.5,290.603,-2
48.09333,-66.51876,17.5,290.678,-3
48.09292,-66.51912,18,290.731,-1
48.09232,-66.51966,20.2,290.809,2
48.09191,-66.52002,20.1,290.862,2
48.09156,-66.52034,23.1,290.908,3
48.09122,-66.52066,24.6,290.952,3
48.09064,-66.52125,22.9,291.031,0
48.09031,-66.52159,19.4,291.075,-4
48.09021,-66.52169,18.3,291.089,-5
48.09008,-66.52184,18.5,291.107,-4
48.08959,-66.52245,18.4,291.178,-1
48.08937,-66.52271,15.9,291.209,-2
48.08916,-66.52297,11.1,291.239,-6
48.08907,-66.52309,8.8,291.253,-7
48.08898,-66.5232,8.5,291.266,-6
48.08889,-66.52334,10.3,291.28,-8
48.08877,-66.52352,13.5,291.299,-4
48.0885,-66.52393,19.5,291.342,8
48.0883,-66.52423,23.1,291.373,14
48.08801,-66.52463,23.9,291.417,9
48.08777,-66.52495,23,291.453,3
48.08754,-66.52529,25.3,291.489,2
48.08718,-66.52578,25.9,291.543,2
48.08692,-66.52617,24.5,291.584,1
48.08669,-66.5265,23.7,291.62,-1
48.08649,-66.52679,23.3,291.651,-2
48.0863,-66.5271,23.9,291.682,-1
48.08609,-66.52743,22.3,291.716,-2
48.08588,-66.52775,19.6,291.749,-3
48.08573,-66.52798,16.1,291.773,-6
48.08564,-66.52812,15.1,291.787,-8
48.08549,-66.52838,16,291.813,-6
48.08529,-66.52874,19.5,291.848,-2
48.08509,-66.52908,20.8,291.881,4
48.08484,-66.52953,22,291.925,5
48.08465,-66.52987,20.7,291.958,1
48.08451,-66.53015,20.6,291.984,0
48.08435,-66.53045,19.5,292.013,-1
48.08418,-66.53076,19.1,292.042,-2
48.08396,-66.53118,17.7,292.082,-2
48.08367,-66.53172,14.4,292.134,-4
48.08347,-66.5321,14.2,292.17,-4
48.08328,-66.53247,14.9,292.204,-2
48.08308,-66.53285,15.8,292.24,1
48.0829,-66.5332,13.8,292.273,0
48.08268,-66.53362,11.4,292.313,-3
48.08261,-66.53376,11.8,292.326,-3
48.08252,-66.53396,12.8,292.344,-3
48.08245,-66.53412,13.3,292.358,-2
48.08235,-66.53435,12.6,292.378,-1
48.08224,-66.53462,10.6,292.402,-2
48.08218,-66.53476,10,292.414,-1
48.08212,-66.53494,9,292.429,-3
48.08207,-66.53509,8.1,292.442,-3
48.08201,-66.53526,8,292.456,-4
48.08196,-66.53545,7.7,292.471,-5
48.0819,-66.53567,7.5,292.489,-5
48.08182,-66.53598,7.8,292.514,-2
48.08174,-66.53633,8,292.541,-1
48.08166,-66.53683,8,292.579,0
48.08159,-66.53732,8.6,292.617,1
48.08151,-66.53784,9.1,292.656,1
48.08144,-66.53828,8.7,292.69,1
48.08141,-66.53844,9,292.702,1
48.08137,-66.53862,9.3,292.716,1
48.08131,-66.53884,9,292.734,0
48.08126,-66.53903,9.6,292.749,1
48.08119,-66.53919,9.9,292.763,1
48.08112,-66.53936,9.8,292.778,1
48.08096,-66.53969,9.9,292.809,1
48.08084,-66.53989,9.2,292.829,0
48.08079,-66.53996,9.3,292.836,0
48.08075,-66.54002,9.5,292.843,0
48.08065,-66.54015,9.1,292.857,0
48.08052,-66.54029,8.5,292.875,-1
48.08047,-66.54035,8.6,292.882,-1
48.08042,-66.5404,8.7,292.889,-1
48.08029,-66.54053,8,292.906,-1
48.07999,-66.54082,8.1,292.946,-1
48.07959,-66.54121,7.6,292.999,-1
48.07938,-66.54142,6.7,293.027,-1
48.07922,-66.5416,6.7,293.05,-1
48.07909,-66.54175,6.8,293.068,-1
48.07895,-66.54195,7.1,293.089,-1
48.07886,-66.54208,7.4,293.103,0
48.07877,-66.54222,7.1,293.118,0
48.0787,-66.54232,6.7,293.129,0
48.07863,-66.54244,5.8,293.14,-1
48.07854,-66.54259,4.8,293.155,-2
48.07837,-66.54292,2.8,293.186,-3
48.07822,-66.54325,1,293.216,-6
48.07813,-66.54347,0.9,293.235,-5
48.07804,-66.54372,0.9,293.256,-4
48.07797,-66.54393,0.5,293.274,-4
48.07793,-66.54407,0.5,293.285,-3
48.07786,-66.54431,1,293.305,-2
48.07782,-66.5445,1.5,293.319,1
48.07774,-66.54486,1.1,293.348,0
48.0777,-66.54508,1.9,293.365,1
48.07765,-66.54533,2.4,293.384,2
48.07762,-66.54556,2.4,293.401,2
48.07757,-66.54596,3,293.432,1
48.07752,-66.54649,3,293.472,1
48.07745,-66.54719,3,293.524,0
48.07743,-66.54741,3,293.541,0
48.07741,-66.54756,2.5,293.552,0
48.07739,-66.54773,2,293.565,-1
48.07736,-66.5479,2,293.578,-1
48.07734,-66.54802,2,293.587,-1
48.0773,-66.54818,2,293.6,-1
48.07723,-66.54846,2,293.622,-1
48.07717,-66.54868,1.8,293.64,-1
48.07704,-66.54912,1.1,293.676,-1
48.0769,-66.54958,1,293.713,-1
48.07677,-66.54997,2,293.746,0
48.07668,-66.5502,3,293.765,1
48.07662,-66.55036,3.4,293.779,2
48.07652,-66.55059,4,293.799,2
48.07641,-66.55081,4,293.82,3
48.07629,-66.55102,4.9,293.84,3
48.07623,-66.55112,5,293.85,3
48.07617,-66.55122,5,293.86,3
48.07604,-66.55142,5.1,293.881,2
48.07597,-66.55153,5.8,293.893,2
48.07588,-66.55165,6,293.906,2
48.07571,-66.55187,6,293.931,2
48.07555,-66.55205,6.8,293.953,2
48.07535,-66.55225,7,293.98,2
48.07517,-66.55242,7,294.004,1
48.07502,-66.55253,7,294.022,1
48.07484,-66.55266,7.3,294.045,1
48.07444,-66.55293,8,294.093,1
48.07395,-66.55326,8.8,294.153,1
48.07362,-66.55349,9.2,294.194,1
48.07343,-66.55363,10,294.217,2
48.07326,-66.55374,10,294.238,1
48.07317,-66.55381,10,294.249,1
48.07303,-66.55393,10.8,294.267,2
48.07289,-66.55406,11.1,294.286,2
48.07273,-66.55422,12.1,294.307,3
48.0726,-66.55438,12.8,294.326,3
48.07249,-66.5545,13.4,294.341,3
48.07239,-66.55464,14,294.356,4
48.07224,-66.55485,15,294.379,4
48.0721,-66.55506,15.7,294.401,4
48.07197,-66.5553,16.9,294.424,4
48.07188,-66.55548,17,294.441,4
48.07179,-66.55567,17.9,294.458,4
48.0717,-66.55587,19,294.476,4
48.07157,-66.55617,20,294.503,4
48.0714,-66.55653,20,294.535,3
48.07117,-66.55704,20.1,294.581,1
48.07077,-66.55797,29.7,294.663,8
48.07034,-66.55894,29.1,294.75,5
48.07,-66.559703,30,294.818,0
48.06966,-66.560467,32,294.886,2
48.06932,-66.56123,34.2,294.955,3
48.06923,-66.56143,35.7,294.973,4
48.06916,-66.56158,36.3,294.986,4
48.06892,-66.56212,37,295.034,3
48.06879,-66.5624,37,295.06,3
48.0687,-66.5626,37.1,295.078,1
48.06861,-66.5628,38,295.096,2
48.06849,-66.56305,38,295.119,1
48.06836,-66.56329,39,295.142,2
48.06826,-66.56347,39,295.159,2
48.06814,-66.56365,39.9,295.178,3
48.06801,-66.56386,40,295.199,2
48.06788,-66.56404,40.4,295.219,2
48.06776,-66.5642,40.6,295.237,2
48.06761,-66.5644,40.9,295.259,2
48.0674,-66.56465,42.1,295.289,2
48.06724,-66.56483,42.2,295.311,2
48.06703,-66.56505,43.3,295.34,3
48.06688,-66.56519,43.2,295.36,2
48.06666,-66.56539,43.6,295.388,2
48.06645,-66.56555,43.8,295.414,2
48.06621,-66.56573,43.9,295.444,1
