Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
46.02032,-73.05667,16,1053.557,-1
46.02041,-73.05659,15.5,1053.569,-1
46.02094,-73.056115,15,1053.639,-1
46.02147,-73.05564,15,1053.708,0
46.02187,-73.05528,15,1053.761,0
46.02193,-73.05521,15,1053.769,0
46.02207,-73.05508,15,1053.788,0
46.02221,-73.05492,15,1053.808,0
46.02232,-73.05477,14.9,1053.824,0
46.02244,-73.0546,14,1053.843,-1
46.02255,-73.05441,14,1053.862,-1
46.02261,-73.0543,14,1053.873,-1
46.0227,-73.0541,14,1053.891,-1
46.02279,-73.05386,14,1053.913,-1
46.02288,-73.0536,13.3,1053.935,-1
46.02298,-73.05323,13.1,1053.966,-1
46.02303,-73.05294,13.4,1053.989,-1
46.02307,-73.05269,14,1054.009,0
46.0231,-73.05237,14,1054.034,0
46.02311,-73.052,14,1054.062,0
46.0231,-73.05178,13.5,1054.079,0
46.02308,-73.05154,13,1054.098,0
46.02305,-73.05131,13,1054.116,-1
46.02302,-73.05115,13,1054.129,-1
46.02297,-73.0509,12.3,1054.149,-1
46.02292,-73.05069,12,1054.166,-2
46.02286,-73.05048,12,1054.184,-1
46.02271,-73.05003,11,1054.222,-2
46.02261,-73.04977,11,1054.245,-2
46.022297,-73.04889,11,1054.322,-1
46.021983,-73.04801,12,1054.398,1
46.02167,-73.04713,13,1054.475,1
46.021333,-73.046217,14,1054.555,1
46.020997,-73.045303,14,1054.634,1
46.02066,-73.04439,14,1054.714,0
46.020415,-73.043715,14,1054.773,0
46.02017,-73.04304,14,1054.832,0
46.02002,-73.04262,14,1054.869,0
46.01991,-73.04232,14,1054.895,0
46.01957,-73.04138,14,1054.977,0
46.01923,-73.04044,14,1055.059,0
46.018915,-73.039535,14,1055.137,0
46.0186,-73.03863,14,1055.215,0
46.01839,-73.0381,13.8,1055.262,0
46.01817,-73.03756,13,1055.311,-1
46.01788,-73.03691,13,1055.371,-1
46.01749,-73.03602,12.7,1055.452,0
46.01741,-73.03584,13,1055.468,0
46.01727,-73.03553,13,1055.497,0
46.01705,-73.03504,14.3,1055.542,1
46.01691,-73.03469,15,1055.573,2
46.01678,-73.03433,16,1055.605,3
46.01665,-73.03392,16.3,1055.64,2
46.01655,-73.03358,16.4,1055.668,2
46.01645,-73.03322,16,1055.698,1
46.01634,-73.03276,16,1055.736,0
46.01627,-73.03241,15,1055.764,-1
46.01613,-73.0317,14.5,1055.821,-1
46.01597,-73.03076,13,1055.896,-2
46.01575,-73.02959,12.2,1055.989,-1
46.01553,-73.02842,12,1056.083,-1
46.01534,-73.02741,13,1056.164,0
46.01515,-73.0264,13,1056.245,1
46.014973,-73.025473,13,1056.319,0
46.014797,-73.024547,13,1056.393,0
46.01462,-73.02362,13,1056.468,0
46.0145,-73.02298,13,1056.519,0
46.01429,-73.02181,12,1056.612,-1
46.01414,-73.02088,11,1056.686,-1
46.014035,-73.02005,10.6,1056.751,-1
46.01393,-73.01922,10,1056.817,-1
46.01377,-73.01798,12,1056.914,1
46.01367,-73.01736,12.9,1056.963,2
46.01353,-73.01655,13,1057.028,1
46.01343,-73.01601,13,1057.071,0
46.013295,-73.015285,13,1057.129,0
46.01316,-73.01456,13,1057.187,0
46.01296,-73.0135,13,1057.272,0
46.01276,-73.01244,13,1057.357,0
46.01256,-73.01138,13,1057.442,0
46.01236,-73.01032,13,1057.527,0
46.01216,-73.00926,13,1057.612,0
46.011985,-73.008325,13,1057.687,0
46.01181,-73.00739,13,1057.762,0
46.01161,-73.00628,13,1057.85,0
46.011435,-73.00523,13,1057.934,0
46.01126,-73.00418,13,1058.017,0
46.01116,-73.00357,13,1058.066,0
46.01106,-73.00294,13,1058.116,0
46.01097,-73.00234,13,1058.163,0
46.01083,-73.00159,13,1058.223,0
46.01069,-73.00081,13,1058.285,0
46.01054,-73,13,1058.35,0
46.010317,-72.998773,13,1058.448,0
46.010093,-72.997547,13,1058.546,0
46.00987,-72.99632,13,1058.644,0
46.009647,-72.995093,12.4,1058.742,0
46.009423,-72.993867,13,1058.84,0
46.0092,-72.99264,14,1058.938,1
46.00907,-72.99193,15,1058.995,1
46.00901,-72.99157,15,1059.024,1
46.0089,-72.99085,16,1059.081,1
46.00887,-72.99061,16,1059.1,1
46.00887,-72.99056,16,1059.104,1
46.00882,-72.99017,15.6,1059.134,1
46.00875,-72.98942,10.2,1059.193,-5
46.00874,-72.98939,10,1059.195,-5
46.00873,-72.98927,10,1059.205,-6
46.00868,-72.98877,11,1059.244,-4
46.008555,-72.987755,12,1059.323,2
46.00843,-72.98674,13.7,1059.403,2
46.008235,-72.98551,15,1059.501,2
46.00804,-72.98428,16,1059.598,1
46.007845,-72.98305,16,1059.696,1
46.00765,-72.98182,15,1059.793,-1
46.007455,-72.98059,15.1,1059.891,0
46.00726,-72.97936,15.6,1059.988,0
46.00722,-72.97907,16,1060.011,1
46.00718,-72.97871,16,1060.039,1
46.00717,-72.97852,16,1060.054,1
46.00717,-72.97832,16,1060.07,1
46.00717,-72.97817,16.3,1060.081,1
46.00719,-72.97798,17,1060.096,1
46.00722,-72.97775,17,1060.114,1
46.00732,-72.97736,18,1060.146,2
46.0074,-72.97708,18,1060.17,2
46.007728,-72.976108,17,1060.253,-1
46.008056,-72.975136,14,1060.337,-2
46.008384,-72.974164,11.3,1060.42,-3
46.008712,-72.973192,12,1060.504,-1
46.00904,-72.97222,13,1060.587,1
46.00917,-72.97185,13,1060.62,1
46.009355,-72.9712,13,1060.674,1
46.00954,-72.97055,13,1060.728,0
46.0097,-72.96999,13,1060.775,0
46.00989,-72.96922,13,1060.838,0
46.0101,-72.9683,12.6,1060.913,0
46.01019,-72.96786,13,1060.949,0
46.01031,-72.96722,13,1061,0
46.01048,-72.96626,13.7,1061.076,1
46.01053,-72.96597,14,1061.099,1
46.0106,-72.9656,14,1061.129,1
46.01066,-72.96524,14,1061.158,1
46.01071,-72.9648,14,1061.192,0
46.01075,-72.96451,14,1061.215,0
46.01077,-72.96426,13,1061.235,-1
46.0108,-72.96393,13,1061.26,-1
46.01083,-72.96341,12.3,1061.301,-2
46.01088,-72.96274,11.2,1061.353,-2
46.01091,-72.96221,11,1061.394,-1
46.01094,-72.96185,11,1061.422,-1
46.01097,-72.96152,11,1061.448,-1
46.011,-72.96127,11.8,1061.467,1
46.01102,-72.96106,12,1061.484,1
46.01105,-72.96084,12,1061.501,1
46.0111,-72.96056,12,1061.523,1
46.01114,-72.96033,12,1061.542,1
46.01124,-72.95981,13,1061.583,1
46.01133,-72.95934,13,1061.621,1
46.01139,-72.9591,13,1061.641,1
46.01144,-72.95887,13,1061.659,1
46.01155,-72.95837,13,1061.7,0
46.01166,-72.95795,13.7,1061.735,1
46.01181,-72.95735,14,1061.784,1
46.01195,-72.95684,14,1061.826,1
46.01208,-72.95639,14,1061.864,0
46.012415,-72.95522,14,1061.962,0
46.01275,-72.95405,13,1062.06,-1
46.01303,-72.95312,13,1062.138,-1
46.01313,-72.95274,13,1062.169,0
46.01325,-72.95226,12.8,1062.209,0
46.01333,-72.95198,12,1062.232,-1
46.01337,-72.9518,12,1062.247,-1
46.01344,-72.95138,12,1062.28,-1
46.01347,-72.95118,12,1062.296,-1
46.0135,-72.95096,12,1062.313,-1
46.01352,-72.95073,12,1062.331,-1
46.01354,-72.9505,12,1062.349,0
46.01356,-72.95019,12,1062.373,0
46.01358,-72.94981,12,1062.403,0
46.0136,-72.94919,12,1062.451,0
46.01363,-72.94878,12,1062.483,0
46.01366,-72.94843,12,1062.51,0
46.0137,-72.94813,12,1062.534,0
46.01376,-72.94776,12,1062.563,0
46.0138,-72.94757,12,1062.578,0
46.01384,-72.94742,12,1062.591,0
46.01389,-72.94726,12,1062.604,0
46.01398,-72.94699,12,1062.627,0
46.01405,-72.94674,12,1062.648,0
46.01428,-72.94609,12,1062.705,0
46.01458,-72.94525,12,1062.778,0
46.01483,-72.94452,12,1062.841,0
46.01504,-72.94392,12,1062.893,0
46.01533,-72.9431,12,1062.964,0
46.01554,-72.94247,12,1063.018,0
46.01568,-72.94208,11.6,1063.052,0
46.01592,-72.94129,11,1063.118,-1
46.01601,-72.94099,11,1063.144,-1
46.01622,-72.94028,11,1063.203,0
46.01642,-72.93955,10.7,1063.264,0
46.01665,-72.93869,10,1063.335,-1
46.01676,-72.9382,10,1063.375,-1
46.01683,-72.93788,10,1063.401,-1
46.01688,-72.9376,10,1063.423,0
46.01697,-72.93705,10,1063.467,0
46.01699,-72.93687,10,1063.481,0
46.01701,-72.93669,10,1063.495,0
46.01706,-72.9363,10,1063.526,0
46.01712,-72.93561,10,1063.58,0
46.01716,-72.93509,10,1063.62,0
46.01718,-72.93462,11,1063.656,1
46.0172,-72.93428,11,1063.683,1
46.0172,-72.93387,11,1063.714,1
46.0172,-72.93367,10.6,1063.73,1
46.01718,-72.93305,10,1063.778,-1
46.01717,-72.93268,10,1063.806,-1
46.017125,-72.93201,10.2,1063.859,0
46.01708,-72.93134,12.2,1063.911,2
46.01705,-72.93095,14.4,1063.941,3
46.01702,-72.930295,12.7,1063.992,2
46.01699,-72.92964,10,1064.042,-4
46.01695,-72.92883,9.1,1064.105,-3
46.016895,-72.92794,10,1064.174,0
46.01684,-72.92705,10,1064.243,1
46.01681,-72.92642,10,1064.292,0
46.01678,-72.92573,11,1064.346,1
46.01674,-72.92512,11,1064.393,1
46.01668,-72.92464,11,1064.431,1
46.01666,-72.92447,11,1064.444,1
46.01664,-72.9243,11,1064.457,0
46.01662,-72.92415,11,1064.469,0
46.01659,-72.92402,11,1064.48,0
46.01654,-72.9238,12,1064.498,1
46.01653,-72.92375,12,1064.502,1
46.01648,-72.92358,12,1064.516,1
46.01632,-72.92309,12.5,1064.558,2
46.01619,-72.92278,12,1064.586,1
46.01607,-72.92253,12,1064.609,0
46.01606,-72.9225,12,1064.612,0
46.01598,-72.92235,12,1064.626,0
46.01587,-72.92215,11.3,1064.646,-1
46.01579,-72.92202,11,1064.66,-1
46.01573,-72.92192,11,1064.67,-1
46.01563,-72.92178,11,1064.685,-1
46.01553,-72.92166,11,1064.7,-1
46.01552,-72.92165,11,1064.701,-1
46.0154,-72.92151,11,1064.718,-1
46.01536,-72.92147,11,1064.724,-1
46.01522,-72.92132,11,1064.743,-1
46.01508,-72.9212,11,1064.761,0
46.01492,-72.92106,11,1064.782,0
46.01477,-72.92095,11,1064.801,0
46.01467,-72.92088,11,1064.813,0
46.01454,-72.9208,11,1064.829,0
46.01439,-72.92072,11.8,1064.847,1
46.01421,-72.92065,12,1064.868,1
46.014,-72.92057,12,1064.892,1
46.01385,-72.92052,12.9,1064.909,2
46.01343,-72.92043,13.2,1064.956,1
46.01315,-72.92038,14,1064.988,2
46.01275,-72.9203,14.5,1065.033,1
46.012275,-72.920205,14,1065.086,1
46.0118,-72.92011,13.1,1065.139,-1
46.01133,-72.92001,12.5,1065.192,-1
46.01056,-72.91986,11.9,1065.279,-1
46.00988,-72.91972,11,1065.355,-1
46.0092,-72.91958,11,1065.432,-1
46.008715,-72.91948,10.8,1065.486,0
46.00823,-72.91938,11,1065.541,0
46.007603,-72.91926,11,1065.611,0
46.006977,-72.91914,12,1065.681,1
46.00635,-72.91902,12,1065.752,1
46.00565,-72.91888,13,1065.831,1
46.00543,-72.91881,13,1065.856,1
46.00532,-72.91877,13.6,1065.868,1
46.00521,-72.91872,14,1065.881,2
46.00508,-72.91862,14,1065.897,1
46.00499,-72.91854,14,1065.909,1
46.0049,-72.91846,14,1065.921,1
46.00482,-72.91837,14,1065.932,1
46.0047,-72.9182,14.2,1065.951,1
46.00461,-72.91805,14.7,1065.966,2
46.00453,-72.9179,15,1065.981,1
46.00443,-72.91766,15,1066.003,1
46.00436,-72.91746,15,1066.02,1
46.00433,-72.91733,15,1066.031,1
46.0043,-72.9172,15,1066.041,1
46.00428,-72.91704,15,1066.054,1
46.00426,-72.91687,15,1066.067,0
46.00426,-72.91656,14.9,1066.091,0
46.00428,-72.91612,14,1066.125,-1
46.00435,-72.91491,15.9,1066.219,1
46.00439,-72.91422,16.1,1066.273,1
46.00447,-72.91375,11.8,1066.31,-1
46.00458,-72.913045,7.3,1066.366,-6
46.00469,-72.91234,7,1066.422,-4
46.004815,-72.911525,6,1066.486,-1
46.00494,-72.91071,6,1066.551,-1
46.005065,-72.90985,6.3,1066.619,0
46.00519,-72.90899,9,1066.687,2
46.00525,-72.90863,10,1066.715,2
46.00533,-72.90819,11,1066.75,4
46.00538,-72.90804,11,1066.763,3
46.00546,-72.90776,11,1066.787,2
46.00554,-72.90757,11.6,1066.804,2
46.00561,-72.9074,12,1066.819,2
46.00574,-72.9071,12,1066.847,2
46.00581,-72.90691,12.5,1066.863,1
46.00587,-72.90675,13,1066.877,2
46.00589,-72.9067,13,1066.882,2
46.00591,-72.9066,13,1066.89,2
46.00588,-72.90634,13.3,1066.91,2
46.00587,-72.90628,13.5,1066.915,2
46.00585,-72.90623,13.7,1066.919,2
46.00578,-72.90617,14,1066.928,2
46.00574,-72.90613,14,1066.934,2
46.00563,-72.90609,14,1066.946,2
46.00557,-72.90608,14,1066.953,2
46.00547,-72.90608,14,1066.964,2
46.00535,-72.9061,14,1066.978,1
46.0052,-72.90614,14,1066.995,1
46.00499,-72.90621,14,1067.019,1
46.00454,-72.90635,14,1067.07,0
46.00439,-72.90639,14,1067.087,0
46.00418,-72.90642,13.8,1067.11,0
46.00396,-72.90635,13.7,1067.136,0
46.00371,-72.90623,14,1067.165,0
46.00331,-72.90605,14,1067.212,0
46.00294,-72.90587,14,1067.255,0
46.00255,-72.90564,14,1067.302,0
46.00186,-72.90522,14,1067.385,0
46.00167,-72.90504,14,1067.411,0
46.00162,-72.90494,14,1067.42,0
46.00159,-72.90491,14,1067.424,0
46.00148,-72.90472,14,1067.443,0
46.00142,-72.90458,14,1067.456,0
46.0013,-72.90423,14,1067.486,0
46.00127,-72.90407,14,1067.499,0
46.00125,-72.9039,14,1067.512,0
46.00123,-72.90374,14.5,1067.525,1
46.00123,-72.90354,15,1067.54,1
46.00123,-72.90341,15,1067.55,1
46.00124,-72.90323,15,1067.564,1
46.00126,-72.90311,15,1067.574,1
46.00129,-72.90296,15,1067.586,1
46.00134,-72.90279,15.2,1067.6,1
46.0014,-72.90265,15.6,1067.613,2
46.00147,-72.90247,16,1067.629,1
46.00164,-72.90209,16,1067.664,1
46.00182,-72.90168,16,1067.701,1
46.002095,-72.901035,16,1067.76,0
46.00237,-72.90039,16,1067.819,0
46.002693,-72.89965,16,1067.886,0
46.003017,-72.89891,16,1067.954,0
46.00334,-72.89817,16,1068.021,0
46.00364,-72.89747,16,1068.085,0
46.00394,-72.89677,16,1068.149,0
46.004305,-72.895945,16,1068.224,0
46.00467,-72.89512,16,1068.3,0
46.00504,-72.89428,16,1068.377,0
46.00541,-72.89344,16,1068.454,0
46.00588,-72.89238,17,1068.551,1
46.00606,-72.89195,17,1068.59,1
46.00633,-72.89135,17,1068.645,1
46.00662,-72.89073,18,1068.703,1
46.00693,-72.89007,18,1068.764,1
46.00726,-72.889425,18,1068.826,0
46.00759,-72.88878,18,1068.888,0
46.00786,-72.888245,18,1068.939,0
46.00813,-72.88771,18,1068.99,0
46.00841,-72.887115,18,1069.046,0
46.00869,-72.88652,18,1069.102,0
46.0091,-72.88564,18,1069.184,0
46.00942,-72.88491,18,1069.25,0
46.00986,-72.88392,18,1069.341,0
46.01005,-72.88351,18,1069.379,0
46.01044,-72.882645,18,1069.459,0
46.01083,-72.88178,17,1069.539,-1
46.011095,-72.881195,15,1069.593,-2
46.01136,-72.88061,14,1069.647,-3
46.01173,-72.87979,14,1069.722,-1
46.01212,-72.87892,18.5,1069.802,3
46.01159,-72.87851,17.9,1069.869,3
46.01141,-72.87835,17.7,1069.893,2
46.01112,-72.87809,17.1,1069.931,-1
46.0106,-72.877605,16.3,1070,-1
46.01008,-72.87712,16,1070.069,-1
46.009695,-72.87677,16,1070.12,0
46.00931,-72.87642,15.7,1070.17,0
46.00905,-72.8762,15,1070.204,-1
46.00893,-72.8761,15,1070.219,-1
46.00879,-72.87599,15,1070.237,-1
46.00848,-72.87577,15.2,1070.275,0
46.00795,-72.87538,17,1070.342,2
46.00729,-72.8749,18,1070.424,2
46.00689,-72.87462,19,1070.474,2
46.00661,-72.87441,19,1070.509,1
46.00637,-72.87423,19.9,1070.539,2
46.00613,-72.87405,20,1070.569,1
46.00587,-72.87384,20,1070.602,1
46.00519,-72.87328,20,1070.689,0
46.00458,-72.87276,21,1070.768,1
46.00419,-72.87237,21,1070.821,1
46.00354,-72.87177,21,1070.907,0
46.00281,-72.87111,22,1071.003,1
46.002425,-72.870755,22,1071.054,1
46.00204,-72.8704,22,1071.105,0
46.001545,-72.86994,22,1071.17,0
46.00105,-72.86948,22.5,1071.236,0
46.000327,-72.868813,23,1071.332,1
45.999603,-72.868147,23,1071.427,0
45.99888,-72.86748,23,1071.523,0
45.998307,-72.86696,24,1071.598,1
45.997733,-72.86644,24.2,1071.674,1
45.99716,-72.86592,25,1071.749,1
45.99659,-72.865403,25,1071.824,1
45.99602,-72.864887,25.3,1071.899,0
45.99545,-72.86437,26,1071.974,1
45.99516,-72.8641,26,1072.013,1
45.99472,-72.86373,26,1072.069,0
45.99451,-72.86356,26,1072.096,0
45.99416,-72.8633,27,1072.14,1
45.99383,-72.86307,27,1072.181,1
45.99362,-72.86291,27,1072.207,1
45.99341,-72.86277,27,1072.233,1
45.99321,-72.86263,27,1072.258,0
45.99298,-72.86249,27,1072.286,0
45.9928,-72.86237,27,1072.308,0
45.99228,-72.86204,27,1072.371,0
45.99166,-72.86164,27,1072.446,0
45.99104,-72.86124,27,1072.522,0
45.990595,-72.86095,26,1072.577,-1
45.99015,-72.86066,26,1072.631,-1
45.98991,-72.8605,26.3,1072.66,-1
45.98942,-72.860185,27,1072.72,1
45.98893,-72.85987,28,1072.78,1
45.988203,-72.859397,28.2,1072.869,1
45.987477,-72.858923,29,1072.957,1
45.98675,-72.85845,28.8,1073.046,0
45.986325,-72.858175,28.3,1073.098,-1
45.9859,-72.8579,28,1073.15,-1
45.985175,-72.857435,28,1073.238,0
45.98445,-72.85697,27.3,1073.327,0
45.983877,-72.8566,27,1073.397,-1
45.983303,-72.85623,27,1073.467,0
45.98273,-72.85586,26.7,1073.536,0
45.98203,-72.8554,26,1073.622,-1
45.98133,-72.85494,26,1073.708,0
45.98095,-72.8547,25,1073.754,-1
45.98054,-72.85446,25,1073.803,-1
45.98032,-72.85434,25,1073.829,-1
45.98017,-72.85427,25.2,1073.847,-1
45.97997,-72.85419,26,1073.87,1
45.97982,-72.85415,26,1073.887,1
45.97969,-72.85411,26,1073.902,1
45.97958,-72.85408,26,1073.914,1
45.9794,-72.85404,26,1073.935,1
45.978695,-72.853935,27,1074.014,1
45.97799,-72.85383,27,1074.092,1
45.97754,-72.85377,27,1074.143,0
45.97738,-72.85374,27,1074.161,0
45.97717,-72.8537,27,1074.184,0
45.97706,-72.85367,27,1074.197,0
45.97698,-72.85364,27,1074.206,0
45.97683,-72.8536,27,1074.223,0
45.97667,-72.85353,27,1074.242,0
45.97642,-72.85341,27,1074.271,0
45.97627,-72.85332,26.2,1074.289,-1
45.97599,-72.85313,26.4,1074.323,-1
45.97588,-72.85304,26.3,1074.338,-1
45.97577,-72.85295,26.2,1074.352,-1
45.97567,-72.85287,26,1074.364,-1
45.9755,-72.8527,26,1074.387,-1
45.97531,-72.85249,26,1074.414,0
45.97518,-72.85233,26,1074.433,0
45.97504,-72.85215,26,1074.454,0
45.97463,-72.85158,25,1074.517,-1
45.97435,-72.85117,24,1074.562,-2
45.97398,-72.85066,24,1074.619,-1
45.97369,-72.85025,24,1074.664,0
45.97342,-72.84986,24,1074.707,0
45.972985,-72.84925,24,1074.774,0
45.97255,-72.84864,24,1074.842,0
45.97195,-72.8478,25,1074.935,1
45.97135,-72.84696,26,1075.028,1
45.970883,-72.84632,27,1075.1,1
45.970417,-72.84568,27,1075.172,1
45.96995,-72.84504,28,1075.244,1
45.96944,-72.84435,28,1075.322,1
45.96901,-72.84377,28,1075.387,0
45.96858,-72.84319,28.4,1075.453,0
45.96817,-72.84263,29,1075.516,1
45.96776,-72.84207,29,1075.579,0
45.9674,-72.84155,30,1075.636,1
45.96706,-72.84106,32,1075.689,3
45.96679,-72.84072,32,1075.729,2
45.96658,-72.84039,32,1075.764,2
45.9662,-72.83985,32,1075.823,0
45.965577,-72.838942,32,1075.922,0
45.964953,-72.838033,32,1076.021,0
45.96433,-72.837125,33,1076.119,0
45.963707,-72.836217,33,1076.218,1
45.963083,-72.835308,34,1076.317,1
45.96246,-72.8344,34,1076.416,1
45.96201,-72.83376,34.6,1076.486,0
45.96156,-72.83312,35,1076.557,1
45.96111,-72.83248,35,1076.627,0
45.96067,-72.83185,35.2,1076.696,0
45.96023,-72.83122,36,1076.765,1
45.95963,-72.830355,36,1076.86,0
45.95903,-72.82949,37,1076.954,1
45.95862,-72.828905,37,1077.019,1
45.95821,-72.82832,38,1077.083,1
45.95783,-72.827775,38,1077.143,1
45.95745,-72.82723,38,1077.202,0
45.9569,-72.82642,37.2,1077.29,-1
45.95655,-72.8259,37,1077.346,-1
45.95611,-72.82526,37,1077.416,0
45.95567,-72.82462,37,1077.485,0
45.955077,-72.823763,37,1077.579,0
45.954483,-72.822907,36,1077.673,-1
45.95389,-72.82205,36,1077.766,-1
45.95351,-72.821495,36,1077.826,0
45.95313,-72.82094,36,1077.887,0
45.9527,-72.82029,36,1077.956,0
45.95257,-72.82009,36,1077.977,0
45.952045,-72.81934,34.1,1078.06,-2
45.95152,-72.81859,32,1078.142,-2
45.951047,-72.8179,31,1078.217,-2
45.950573,-72.81721,31,1078.292,-1
45.9501,-72.81652,32,1078.367,1
45.94974,-72.815965,33.5,1078.426,2
45.94938,-72.81541,35,1078.485,3
45.948985,-72.814815,35.7,1078.548,2
45.94859,-72.81422,36,1078.612,1
45.948185,-72.81362,36,1078.677,0
45.94778,-72.81302,36,1078.741,0
45.947385,-72.812445,36,1078.804,0
45.94699,-72.81187,36,1078.867,0
45.94656,-72.81125,36,1078.934,0
45.94613,-72.81063,36,1079.002,0
45.94561,-72.80989,36,1079.084,0
45.9451,-72.80915,36,1079.164,0
45.9446,-72.80845,36,1079.242,0
45.94428,-72.807995,36,1079.292,0
45.94396,-72.80754,36,1079.342,0
45.94348,-72.806845,36,1079.418,0
45.943,-72.80615,36,1079.494,0
45.942563,-72.805517,36,1079.563,0
45.942127,-72.804883,36.8,1079.632,1
45.94169,-72.80425,37,1079.701,1
45.941152,-72.803486,37,1079.785,0
45.940614,-72.802722,37,1079.869,0
45.940076,-72.801958,37,1079.953,0
45.939538,-72.801194,37,1080.038,0
45.939,-72.80043,37,1080.122,0
45.93861,-72.79989,37.9,1080.182,1
45.938,-72.799,38,1080.279,1
45.93765,-72.798495,38,1080.334,0
45.9373,-72.79799,38,1080.389,0
45.936753,-72.7972,36,1080.475,-1
45.936207,-72.79641,32.7,1080.562,-3
45.93566,-72.79562,31,1080.648,-3
45.935061,-72.794768,33.6,1080.742,1
45.934462,-72.793916,36.3,1080.836,3
45.933863,-72.793064,38,1080.929,2
45.933264,-72.792212,39,1081.023,1
45.932665,-72.79136,39,1081.117,1
45.932066,-72.790508,39,1081.211,0
45.931467,-72.789656,39,1081.305,0
45.930868,-72.788804,38,1081.398,-1
45.930269,-72.787952,38,1081.492,-1
45.92967,-72.7871,39.8,1081.586,1
45.92908,-72.78626,39.3,1081.678,1
45.928605,-72.785595,39,1081.752,-1
45.92813,-72.78493,38,1081.826,-1
45.927645,-72.784255,37,1081.901,-1
45.92716,-72.78358,34.2,1081.976,-3
45.92681,-72.78308,33,1082.031,-3
45.92661,-72.78279,33.5,1082.063,-2
45.92641,-72.78246,33.7,1082.097,0
45.9264,-72.78244,33.7,1082.099,0
45.92625,-72.78218,33.8,1082.125,0
45.92611,-72.78191,33,1082.151,0
45.92598,-72.78165,33,1082.176,0
45.92591,-72.7815,33.2,1082.19,0
45.9258,-72.78126,33.8,1082.212,0
45.9257,-72.78105,34.8,1082.232,1
45.92552,-72.7806,36,1082.272,2
45.92538,-72.78019,34.1,1082.307,1
45.92527,-72.77988,36.6,1082.334,2
45.92516,-72.77949,38.1,1082.367,2
45.925,-72.77894,39.5,1082.413,5
45.92491,-72.77852,36.6,1082.447,0
45.92483,-72.77813,34.2,1082.478,-4
45.92464,-72.77716,34.1,1082.556,-2
45.9246,-72.77692,34.8,1082.576,-1
45.92441,-72.775905,36,1082.657,2
45.92422,-72.77489,36,1082.738,1
45.92401,-72.77377,36,1082.828,0
45.9238,-72.77265,37.5,1082.918,1
45.92362,-72.771695,38.5,1082.995,1
45.92344,-72.77074,38.4,1083.071,1
45.92332,-72.77007,37.7,1083.125,-1
45.92328,-72.76991,37.5,1083.138,-1
45.92318,-72.76941,36,1083.178,-2
45.92308,-72.76892,36,1083.218,-2
45.92288,-72.76786,39.8,1083.303,3
45.92273,-72.767095,41,1083.364,3
45.92258,-72.76633,41,1083.426,1
45.92247,-72.76577,41,1083.471,0
45.92236,-72.76512,41,1083.523,0
45.9223,-72.76473,41,1083.554,0
45.92223,-72.7643,41,1083.588,0
45.92219,-72.764,41,1083.612,0
45.92207,-72.76311,40,1083.682,-1
45.922,-72.76255,41,1083.726,0
45.92193,-72.76191,41,1083.776,0
45.92189,-72.76142,41,1083.814,1
45.9218,-72.76039,41,1083.895,0
45.92169,-72.75944,41,1083.969,0
45.9216,-72.75864,41,1084.032,0
45.92153,-72.75814,41.7,1084.071,1
45.92146,-72.75758,42,1084.115,1
45.92136,-72.75695,42.7,1084.165,1
45.921245,-72.75618,43,1084.226,1
45.92113,-72.75541,44,1084.287,1
45.920966,-72.75434,43,1084.372,0
45.920802,-72.75327,43,1084.457,-1
45.920638,-72.7522,41.9,1084.542,-1
45.920474,-72.75113,41,1084.627,-1
45.92031,-72.75006,41,1084.712,-1
45.92019,-72.749265,40,1084.775,-1
45.92007,-72.74847,40,1084.838,-1
45.91991,-72.74742,40,1084.921,0
45.9198,-72.74676,40,1084.973,0
45.91972,-72.74621,40.9,1085.017,1
45.91963,-72.74565,41,1085.062,1
45.91952,-72.74491,42,1085.12,1
45.91934,-72.74372,43.6,1085.214,2
45.919245,-72.743045,44,1085.268,1
45.91915,-72.74237,44,1085.321,0
45.91911,-72.74201,44,1085.349,0
45.919,-72.74099,43.4,1085.429,-1
45.91892,-72.74029,43,1085.484,-1
45.91885,-72.73938,43,1085.555,0
45.91881,-72.73897,43,1085.587,0
45.91878,-72.73851,43,1085.623,0
45.91872,-72.73765,44,1085.69,1
45.91866,-72.73679,44,1085.757,1
45.91859,-72.735867,45,1085.829,1
45.91852,-72.734943,45,1085.901,1
45.91845,-72.73402,45,1085.973,0
45.91839,-72.733155,45,1086.04,0
45.91833,-72.73229,45,1086.107,0
45.918265,-72.73141,45,1086.176,0
45.9182,-72.73053,45,1086.244,0
45.91813,-72.729545,45,1086.321,0
45.91806,-72.72856,46,1086.398,1
45.917995,-72.727655,46,1086.468,1
45.91793,-72.72675,47,1086.539,1
45.91786,-72.72585,47.2,1086.609,1
45.91782,-72.72524,48,1086.656,1
45.91777,-72.72446,48,1086.717,1
45.91773,-72.72373,49,1086.774,1
45.91769,-72.72306,49,1086.826,1
45.91765,-72.72224,48.9,1086.889,0
45.91764,-72.72187,48,1086.918,-1
45.91762,-72.72134,48,1086.959,-1
45.9176,-72.72069,48,1087.009,-1
45.91758,-72.72004,46.3,1087.06,-2
45.917555,-72.71926,46.6,1087.12,-1
45.91753,-72.71848,48,1087.181,1
45.91749,-72.717257,49.8,1087.276,2
45.91745,-72.716033,50,1087.37,1
45.91741,-72.71481,50,1087.465,0
45.91737,-72.71363,50,1087.557,0
